data,ano,mes,modalidade,fluxo_energia,detalhe,valor_kwh
2010-06-01,2010,6,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",470499319
2010-06-01,2010,6,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",456912
2010-06-01,2010,6,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",754626
2010-06-01,2010,6,Energia Entregue,Requisitos,Energia Medida (kWh),55468932
2010-06-01,2010,6,Energia Entregue,Requisitos,Energia Medida (kWh),9869859
2010-06-01,2010,6,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),47822574
2010-06-01,2010,6,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",7646358
2010-06-01,2010,6,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),8373758
2010-06-01,2010,6,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1496100
2010-06-01,2010,6,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),135331874
2010-06-01,2010,6,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),50652309
2010-06-01,2010,6,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),84679565
2010-06-01,2010,6,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),124694278
2010-06-01,2010,6,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),38910309
2010-06-01,2010,6,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),85783969
2010-07-01,2010,7,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),838055
2010-07-01,2010,7,Energia Recebida,Disponibilidades,Energia Medida (kWh),1005989389
2010-07-01,2010,7,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1012481142
2010-07-01,2010,7,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),14398202
2010-07-01,2010,7,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),55687392
2010-07-01,2010,7,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),906907413
2010-07-01,2010,7,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",35488135
2010-07-01,2010,7,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),5653698
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Medida (kWh),777135140
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Faturada (kWh),789103223
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Medida (kWh),1344330
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Faturada (kWh),1348744
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),16191509
2010-07-01,2010,7,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),66364316
2010-07-01,2010,7,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",252157249
2010-07-01,2010,7,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",442422065
2010-07-01,2010,7,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",459803
2010-07-01,2010,7,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",884527
2010-07-01,2010,7,Energia Entregue,Requisitos,Energia Medida (kWh),57494594
2010-07-01,2010,7,Energia Entregue,Requisitos,Energia Medida (kWh),10118656
2010-07-01,2010,7,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),49469507
2010-07-01,2010,7,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",8025087
2010-07-01,2010,7,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),8503729
2010-07-01,2010,7,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1614926
2010-07-01,2010,7,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),166388423
2010-07-01,2010,7,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),76201316
2010-07-01,2010,7,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),90187107
2010-07-01,2010,7,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),154415925
2010-07-01,2010,7,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),63089500
2010-07-01,2010,7,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),91326425
2010-08-01,2010,8,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),952454
2010-08-01,2010,8,Energia Recebida,Disponibilidades,Energia Medida (kWh),1001869887
2010-08-01,2010,8,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1014048359
2010-08-01,2010,8,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),15903885
2010-08-01,2010,8,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),60564474
2010-08-01,2010,8,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),899904089
2010-08-01,2010,8,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",37675911
2010-08-01,2010,8,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),11225998
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Medida (kWh),782760227
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Faturada (kWh),796324910
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Medida (kWh),1272780
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Faturada (kWh),1276916
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),15562164
2010-08-01,2010,8,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),79705514
2010-08-01,2010,8,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",262145205
2010-08-01,2010,8,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",425347344
2010-08-01,2010,8,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",447647
2010-08-01,2010,8,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",825133
2010-08-01,2010,8,Energia Entregue,Requisitos,Energia Medida (kWh),59550672
2010-08-01,2010,8,Energia Entregue,Requisitos,Energia Medida (kWh),10705839
2010-08-01,2010,8,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),51615657
2010-08-01,2010,8,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",7935014
2010-08-01,2010,8,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9116223
2010-08-01,2010,8,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1589616
2010-08-01,2010,8,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),159758841
2010-08-01,2010,8,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),71613473
2010-08-01,2010,8,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),88145368
2010-08-01,2010,8,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),146190022
2010-08-01,2010,8,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),56503017
2010-08-01,2010,8,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),89687005
2010-09-01,2010,9,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1007394
2010-09-01,2010,9,Energia Recebida,Disponibilidades,Energia Medida (kWh),994891440
2010-09-01,2010,9,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1014601576
2010-09-01,2010,9,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),15221855
2010-09-01,2010,9,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),60442773
2010-09-01,2010,9,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),897709501
2010-09-01,2010,9,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",41227447
2010-09-01,2010,9,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),18702742
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Medida (kWh),767509219
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Faturada (kWh),778667705
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Medida (kWh),1313532
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Faturada (kWh),1317343
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),15453031
2010-09-01,2010,9,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),65021702
2010-09-01,2010,9,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",250436105
2010-09-01,2010,9,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",436598381
2010-09-01,2010,9,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",440124
2010-09-01,2010,9,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",873409
2010-09-01,2010,9,Energia Entregue,Requisitos,Energia Medida (kWh),65281412
2010-09-01,2010,9,Energia Entregue,Requisitos,Energia Medida (kWh),10867014
2010-09-01,2010,9,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),57287860
2010-09-01,2010,9,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",7993552
2010-09-01,2010,9,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9384125
2010-09-01,2010,9,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1482889
2010-09-01,2010,9,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),169630399
2010-09-01,2010,9,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),79497613
2010-09-01,2010,9,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),90132786
2010-09-01,2010,9,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),158468103
2010-09-01,2010,9,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),66833346
2010-09-01,2010,9,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),91634757
2010-10-01,2010,10,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1164034
2010-10-01,2010,10,Energia Recebida,Disponibilidades,Energia Medida (kWh),1091109605
2010-10-01,2010,10,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1119228765
2010-10-01,2010,10,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),16296242
2010-10-01,2010,10,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),65706420
2010-10-01,2010,10,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),1001082959
2010-10-01,2010,10,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",36143143
2010-10-01,2010,10,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),26955126
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Medida (kWh),839191344
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Faturada (kWh),849521725
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Medida (kWh),1121814
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Faturada (kWh),1125495
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),16282634
2010-10-01,2010,10,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),63731836
2010-10-01,2010,10,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",273296375
2010-10-01,2010,10,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",485880499
2010-10-01,2010,10,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",472479
2010-10-01,2010,10,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",649335
2010-10-01,2010,10,Energia Entregue,Requisitos,Energia Medida (kWh),69974274
2010-10-01,2010,10,Energia Entregue,Requisitos,Energia Medida (kWh),11093754
2010-10-01,2010,10,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),60320068
2010-10-01,2010,10,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",9654206
2010-10-01,2010,10,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9486066
2010-10-01,2010,10,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1607688
2010-10-01,2010,10,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),197847579
2010-10-01,2010,10,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),97040820
2010-10-01,2010,10,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),100806759
2010-10-01,2010,10,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),187513516
2010-10-01,2010,10,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),85293676
2010-10-01,2010,10,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),102219840
2010-11-01,2010,11,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1150155
2010-11-01,2010,11,Energia Recebida,Disponibilidades,Energia Medida (kWh),1078640524
2010-11-01,2010,11,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1108044230
2010-11-01,2010,11,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),16109469
2010-11-01,2010,11,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),64953350
2010-11-01,2010,11,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),981331489
2010-11-01,2010,11,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",45649921
2010-11-01,2010,11,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),28253551
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Medida (kWh),846154875
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Faturada (kWh),856254829
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Medida (kWh),1212757
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Faturada (kWh),1216394
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),17509465
2010-11-01,2010,11,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),62809336
2010-11-01,2010,11,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",267867342
2010-11-01,2010,11,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",497968732
2010-11-01,2010,11,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",469214
2010-11-01,2010,11,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",743543
2010-11-01,2010,11,Energia Entregue,Requisitos,Energia Medida (kWh),71189565
2010-11-01,2010,11,Energia Entregue,Requisitos,Energia Medida (kWh),10967511
2010-11-01,2010,11,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),58666599
2010-11-01,2010,11,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",12522966
2010-11-01,2010,11,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9428140
2010-11-01,2010,11,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1539371
2010-11-01,2010,11,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),178519523
2010-11-01,2010,11,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),77406131
2010-11-01,2010,11,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),101113392
2010-11-01,2010,11,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),168415931
2010-11-01,2010,11,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),65967859
2010-11-01,2010,11,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),102448072
2010-12-01,2010,12,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1211994
2010-12-01,2010,12,Energia Recebida,Disponibilidades,Energia Medida (kWh),1141423989
2010-12-01,2010,12,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1159200351
2010-12-01,2010,12,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),18447770
2010-12-01,2010,12,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),61174300
2010-12-01,2010,12,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),1037065929
2010-12-01,2010,12,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",42512352
2010-12-01,2010,12,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),16564367
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Medida (kWh),947390959
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Faturada (kWh),944954912
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Medida (kWh),1197708
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Faturada (kWh),1201134
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),16451911
2010-12-01,2010,12,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),72698306
2010-12-01,2010,12,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",301292112
2010-12-01,2010,12,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",556948629
2010-12-01,2010,12,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",532276
2010-12-01,2010,12,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",665432
2010-12-01,2010,12,Energia Entregue,Requisitos,Energia Medida (kWh),70670982
2010-12-01,2010,12,Energia Entregue,Requisitos,Energia Medida (kWh),10829511
2010-12-01,2010,12,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),57978701
2010-12-01,2010,12,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",12692282
2010-12-01,2010,12,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9157228
2010-12-01,2010,12,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1672283
2010-12-01,2010,12,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),129111190
2010-12-01,2010,12,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),18441912
2010-12-01,2010,12,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),110669279
2010-12-01,2010,12,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),131543811
2010-12-01,2010,12,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),20532031
2010-12-01,2010,12,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),111011780
2011-01-01,2011,1,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1248568
2011-01-01,2011,1,Energia Recebida,Disponibilidades,Energia Medida (kWh),1110456865
2011-01-01,2011,1,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1147621542
2011-01-01,2011,1,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),15785423
2011-01-01,2011,1,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),59034918
2011-01-01,2011,1,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),1029152026
2011-01-01,2011,1,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",43649175
2011-01-01,2011,1,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),35916109
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Medida (kWh),845515153
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Faturada (kWh),858762379
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Medida (kWh),1200770
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Faturada (kWh),1205063
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),15214878
2011-01-01,2011,1,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),66689933
2011-01-01,2011,1,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",242935820
2011-01-01,2011,1,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",520674522
2011-01-01,2011,1,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",503997
2011-01-01,2011,1,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",696773
2011-01-01,2011,1,Energia Entregue,Requisitos,Energia Medida (kWh),74100211
2011-01-01,2011,1,Energia Entregue,Requisitos,Energia Medida (kWh),10137111
2011-01-01,2011,1,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),58155984
2011-01-01,2011,1,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",15944227
2011-01-01,2011,1,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),8588736
2011-01-01,2011,1,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1548375
2011-01-01,2011,1,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),216668296
2011-01-01,2011,1,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),110303706
2011-01-01,2011,1,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),106364590
2011-01-01,2011,1,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),203416777
2011-01-01,2011,1,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),95197461
2011-01-01,2011,1,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),108219316
2011-02-01,2011,2,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1128055
2011-02-01,2011,2,Energia Recebida,Disponibilidades,Energia Medida (kWh),1037604742
2011-02-01,2011,2,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1047825269
2011-02-01,2011,2,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),14528951
2011-02-01,2011,2,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),59730960
2011-02-01,2011,2,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),933306013
2011-02-01,2011,2,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",40259345
2011-02-01,2011,2,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),9092472
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Medida (kWh),793378325
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Faturada (kWh),807899641
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Medida (kWh),1186669
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Faturada (kWh),1190805
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),14550297
2011-02-01,2011,2,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),68758406
2011-02-01,2011,2,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",241738402
2011-02-01,2011,2,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",468331219
2011-02-01,2011,2,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",451683
2011-02-01,2011,2,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",734986
2011-02-01,2011,2,Energia Entregue,Requisitos,Energia Medida (kWh),57698563
2011-02-01,2011,2,Energia Entregue,Requisitos,Energia Medida (kWh),10488197
2011-02-01,2011,2,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),42967059
2011-02-01,2011,2,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",14731504
2011-02-01,2011,2,Energia Entregue,Requisitos,Energia Medida (kWh) - A3 (69 kV),9048883
2011-02-01,2011,2,Energia Entregue,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",1439314
2011-02-01,2011,2,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),185073515
2011-02-01,2011,2,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),93234755
2011-02-01,2011,2,Perdas na Distribuição (valor medido),Saldo,Energia Calculada (kWh),91838760
2011-02-01,2011,2,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),170548064
2011-02-01,2011,2,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),76919746
2011-02-01,2011,2,Perdas na Distribuição (valor faturado),Saldo,Energia Calculada (kWh),93628318
2011-03-01,2011,3,Geração Própria (Bruta),Disponibilidades,Energia Gerada (kWh),1299990
2011-03-01,2011,3,Energia Recebida,Disponibilidades,Energia Medida (kWh),1154632983
2011-03-01,2011,3,Energia Injetada Total,Disponibilidades,Energia Medida (kWh),1170574784
2011-03-01,2011,3,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A1 (230 kV ou mais),13719263
2011-03-01,2011,3,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A2 (88 a 138 kV),66224210
2011-03-01,2011,3,Energia Injetada Total,Disponibilidades,Energia Medida (kWh) - A3 (69 kV),1047000122
2011-03-01,2011,3,Energia Injetada Total,Disponibilidades,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",43631189
2011-03-01,2011,3,Geração Distribuída de Terceiros,Disponibilidades,Energia Medida (kWh),14641776
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Medida (kWh),879382753
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Faturada (kWh),892147763
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Medida (kWh),1225437
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Faturada (kWh),1229905
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Medida (kWh) - A1 (230 kV ou mais),14475346
2011-03-01,2011,3,Energia Vendida,Requisitos,Energia Medida (kWh) - A3 (69 kV),83214550
2011-03-01,2011,3,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",265045654
2011-03-01,2011,3,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",516647203
2011-03-01,2011,3,Energia Vendida,Requisitos,"Energia Medida (kWh) - A4 (2,3 a 25 kV)",489962
2011-03-01,2011,3,Energia Vendida,Requisitos,"Energia Medida (kWh) - BT (Menor que 2,3 kV)",735475
